pub_date,author,title,subtitle,era,source,keyword,context,sense_rule
2016年6月10日,野村胡堂,錢形平次捕物控,尼が紅,Meiji,「錢形平次捕物全集第十九卷　神隱し」同光社磯部書房,自害,らなければ宜いがと思つて居る矢先、お半の自害は聽きのがしにならなかつたのです。 三河,General
2016年6月10日,野村胡堂,錢形平次捕物控,尼が紅,Meiji,「錢形平次捕物全集第十九卷　神隱し」同光社磯部書房,自害,、お前はこれをどう思ふ」 「へエ？」 「自害する女は、こんなに取亂すものかな。それに,General
2016年6月10日,野村胡堂,錢形平次捕物控,尼が紅,Meiji,「錢形平次捕物全集第十九卷　神隱し」同光社磯部書房,自害,暗闇の中で、長襦袢《ながじゆばん》を着て自害する者はあるまいが、――蝋燭《らふそく》,General
2016年6月10日,野村胡堂,錢形平次捕物控,尼が紅,Meiji,「錢形平次捕物全集第十九卷　神隱し」同光社磯部書房,自害,ち損《そこ》ねて、それがバレさうになつて自害をしたんだ。それで萬事落着ぢやないか。な,General
2016年6月10日,野村胡堂,錢形平次捕物控,二人濱路,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,迎へたら、三日經たないうちに、お孃さんは自害《じがい》をするに違ひない。急場の凌《し,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自殺,子はひどく棄鉢《すてばち》ですが、父親が自殺したとは信じてゐない樣子です。 「すると,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自殺,扱帶《しごき》を出して首に卷き、もう一度自殺に拵《こしら》へた。世間も檢屍もそれで濟,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,彼と後が面倒なので、御親類方が集まつて、自害の體に拵《こしら》へ、澤山のお金まで費つ,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,てゐる御主人が、鴨居へ扱帶などをかけて、自害するやうな、そんなことが御自分で出來る筈,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,。 「宗方善五郎は昨夕死んださうだ、――自害《じがい》したといつたな、平次殿」 杉之,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,中氣で手が顫へるから、武家の出でも刄物の自害《じがい》は覺束《おぼつか》ない。そこで,General
2016年7月1日,野村胡堂,錢形平次捕物控,遺書の罪,Meiji,「錢形平次捕物全集第二十卷　狐の嫁入」同光社磯部書房,自害,くび》れ死んだのを、翌朝お茂與が見付け、自害《じがい》は面白くないことがあつたので、,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,、――死んだのは、嫁のお鈴ですよ。醫者は自害《じがい》だらうつて言ふけれど、――あの,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,ふけれど、――あのピカピカするやうな嫁が自害をしさうもないし、どうも腑《ふ》に落ちな,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,んで行つたやうですが、夜中でもあり、嫁は自害《じがい》のやうだから、親分に來て頂《い,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害, 「この御嫁御は、刄物を持つてゐるから、自害をしたに違ひないが、――それにしては少し,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,何？　刄物がなかつた？」 「刄物がなきや自害の筈はありません。自分の喉を突いた佛樣が,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,引つぱり出したぢやありませんか。皆んなが自害だといふけれど、どうも腑に落ちないから」,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,ことを何にか氣がつきませんか。私はあれは自害ではなくて、人に殺されたのだと見て居るの,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,きませうか」 「申し上げませう。今更嫁が自害したと申したところで、親分は本當にして下,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,だえ」 「それも私でございます、――嫁が自害したやうに見せかけるために」 「まア、宜,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,持つて來て、血塗つてお鈴の死骸に握らせ、自害らしく見せかけ、隣の部屋へ引つ返して鎧通,General
2016年11月23日,野村胡堂,錢形平次捕物控,嫁の死,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,身上《しんしやう》を拵へるだらう。お鈴は自害といふことで濟んでしまつた」 「隨分變な,General
2016年12月22日,野村胡堂,錢形平次捕物控,闇に飛ぶ箭,Meiji,「錢形平次捕物全集第二十一卷　闇に飛ぶ箭」同光社,自害,續けてゐるが、夜が明けてから、二度までも自害をしようとして、一度はお銀に脇差を取上げ,General
2014年1月2日,野村胡堂,錢形平次捕物控,美少年國,Meiji,「錢形平次捕物全集第二十二卷　美少年國」同光社,自害,から人の肉へ五分とは切り込めない。そこで自害をする商賣人の女などは峰が邪魔にならない,General
2014年1月2日,野村胡堂,錢形平次捕物控,美少年國,Meiji,「錢形平次捕物全集第二十二卷　美少年國」同光社,自害,た場所も逃げた路もわからなければ佐野松は自害したことになる。それで宜いではないか、下,General
2016年6月10日,野村胡堂,錢形平次捕物控,お秀の父,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自殺,怨《うらみ》が言ひ度かつた。拙者の父上は自殺して相果てたが、同じ役目の鞍掛宇八郎は、,General
2016年6月10日,野村胡堂,錢形平次捕物控,お秀の父,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害,な蟠りがあつたでせうか」 「自分の親だけ自害して、繪圖面まで其方の手柄にされちや、砧,General
2016年6月10日,野村胡堂,錢形平次捕物控,刑場の花嫁,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害,た。 「たつてならぬと仰しやれば、こゝで自害をいたします。せめて夫の先に死んで、死出,General
2016年6月21日,野村胡堂,錢形平次捕物控,懷ろ鏡,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害,の秋、仔細は解らず、武家の娘らしく懷劍で自害して相果てました。高弟の川波勝彌と娶合《,General
2016年6月21日,野村胡堂,錢形平次捕物控,懷ろ鏡,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害,との約束を反古にし、お類はそれを悲しんで自害したのだといふ噂も傳はりました。 それは,General
2016年6月21日,野村胡堂,錢形平次捕物控,懷ろ鏡,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害,ち》とも見える、綺麗な娘でした。去年の秋自害して果てたといふ姉のお類は知りませんが、,General
2016年6月21日,野村胡堂,錢形平次捕物控,懷ろ鏡,Meiji,「錢形平次捕物全集第二十三卷　刑場の花嫁」同光社,自害, 「川波勝彌は惡い人でございました。姉が自害したことが世上の噂に上り、大身への聟入《,General
2016年6月10日,野村胡堂,錢形平次捕物控,矢取娘,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自殺,た。 「あの通りだ。刄物が手近にあれば、自殺と間違へるところを――隨分搜して見たが刄,General
2016年6月10日,野村胡堂,錢形平次捕物控,矢取娘,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自殺,》つて刄物を置いて行くかも知れないよ」 自殺に見せる細工は、この場合立派に成り立ちま,General
2016年6月10日,野村胡堂,錢形平次捕物控,矢取娘,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自殺,の身體が長く生きられさうもないと知つて、自殺の覺悟をきめた。――が、唯死んではつまら,General
2016年6月10日,野村胡堂,錢形平次捕物控,矢取娘,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,した。 「今度のは、鎌鼬《かまいたち》や自害ぢやないぜ」 嫌味を言ひながらも、金六は,General
2016年6月10日,野村胡堂,錢形平次捕物控,矢取娘,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,「さア、――側に刄物があれば、間違ひなく自害なんだが――」 そんなことを平次は考へて,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,のか」 「下つ引が教へて來ましたよ」 「自害ぢやあるまいかな、――脅《おど》かされて,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,せん。 「あ、親分さん方、――主人は到頭自害してしまひました。こんなことになりはしな,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,形の家へ訪ねて來た手代の幸吉でした。 「自害？　――俺は殺されたと聽いたが」 平次は,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,んが、箪笥と壁の間から見付けました。――自害した主人が、刄物をあんなところへ抛《はふ,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,て咽喉を突いたのか」 たしなみのよくない自害――平次はさう言つた心持で、もう一度死骸,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,まゝ抽斗に殘して置いて、中身だけを出して自害をする人間があるものか。自害してから刀を,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,だけを出して自害をする人間があるものか。自害してから刀を抛るのも可笑しいし、それにこ,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,かで、人間一人滅多に死ねるものぢやねえ。自害をするにしても、殺すにしても、同じ手近に,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,ます。先代の總兵衞旦那樣と番頭の利八郎は自害をいたしましたし、私の父親は行方不知にな,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,す」 「親の敵？」 「私の親は、二年前に自害した、番頭の利八郎ですもの」 「何？」 ,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,碗の紛失から、主人と番頭が、一夜のうちに自害するやうなことになつたのでせう。 「死ん,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,ぼのゐど》の茶碗を隱して主人と一番番頭に自害をさせても何んにもしないと言ふ心算《つも,General
2016年7月30日,野村胡堂,錢形平次捕物控,白紙の恐怖,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,包んだ鬱金《うこん》の巾が出て來たから、自害に相違あるまい。白紙の手紙に心を痛めて、,General
2016年7月1日,野村胡堂,錢形平次捕物控,雪の夜,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自殺,燒け死んだ妓《をんな》共の祟《たゝ》りで自殺したといふ噂のあつたのを思ひ出しました。,General
2016年7月1日,野村胡堂,錢形平次捕物控,雪の夜,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自殺,女のお鶴がをりました」 「確《たしか》に自殺だつたのか」 「間違ひは御座いません。三,General
2016年7月1日,野村胡堂,錢形平次捕物控,雪の夜,Meiji,「錢形平次捕物全集第二十四卷　吹矢の紅」同光社,自害,はあるまいな」 と平次。 「あれは全くの自害で御座います。寮へ來て、あの窓から私の家,General
2016年10月28日,野村胡堂,錢形平次捕物控,御時計師,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,るな、爲三郎は殺されたのぢやない。あれは自害だよ」 「へエ」 「浴衣の胸をくつろげて,General
2016年10月28日,野村胡堂,錢形平次捕物控,御時計師,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,ら時計を盜んだ伊之助は、仕事場で爲三郎が自害してゐるのを見ると、『しめた』と思つたに,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,藏人《くらんど》樣のお腰元お玉が死んだ。自害といふことになつてゐるが、人に殺されたに,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,内は辯解らしく言ふのです。 三 「お玉は自害したと仰しやいましたな」 平次は、さり氣,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,ない。大層可愛がられて居たのだから」 「自害と申すと、刄物があつた筈と思ひますが」 ,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,た。 「いや、それは私が惡かつた。お玉が自害したのはその短刀ではなかつた。待つてくれ,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,をさへ加へるのでした。 「こんな長い物で自害をしたと仰しやるので？」 平次は作内のと,General
2017年1月20日,野村胡堂,錢形平次捕物控,蹄の跡,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,、二尺五六寸もある刀で胸を突き貫かれて、自害にされてしまつちや、當人が浮ばれません。,General
2016年7月30日,野村胡堂,錢形平次捕物控,月の隈,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自殺,思はなかつた。自分の家を潰したり、父親に自殺をさせたのは孫六のせゐだと思つたのかも知,General
2016年7月30日,野村胡堂,錢形平次捕物控,月の隈,Meiji,「錢形平次捕物全集第二十五卷　火の呪ひ」同光社,自害,お才さんの父親は三年前にそれを苦にやんで自害し、お才さんは大伯父に當るこの店の先代に,General
2017年1月12日,野村胡堂,錢形平次捕物控,凉み船,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,死に度くない――と言つて居るさうで」 「自害《じがい》しかけた人間が、死に損ねると氣,General
2017年1月12日,野村胡堂,錢形平次捕物控,死人の手紙,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害, 平次の手から投げた久し振りの錢は、操の自害を一瞬前に留めて、白い首筋《くびすぢ》に,General
2017年1月12日,野村胡堂,錢形平次捕物控,美女罪あり,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,く解つて居るぢやないか、あの美しい内儀が自害《じがい》したのだよ。可哀想に」 「何ん,General
2017年1月12日,野村胡堂,錢形平次捕物控,美女罪あり,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,やうな美女が、自分の罪の償《つぐな》ひに自害したことが氣になつてならなかつたのです。,General
2016年11月23日,野村胡堂,錢形平次捕物控,二人娘,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,の徳次郎親分や、町役人までも渡りをつけ、自害といふことにして葬《とむら》ひの支度に取,General
2016年11月23日,野村胡堂,錢形平次捕物控,二人娘,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,哥《あにい》には叶《かな》はねえよ。俺は自害に違ひないと言ふと、自分で自分の喉《のど,General
2016年11月23日,野村胡堂,錢形平次捕物控,二人娘,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,ひで、三國屋の若旦那を縛りましたよ。一度自害といふことで誤魔化《ごまか》さうとしたの,General
2016年11月23日,野村胡堂,錢形平次捕物控,二人娘,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,思つた」 「――」 「――いよ／＼お縫は自害に相違ないとわかつたが、念のために梁庵《,General
2016年11月23日,野村胡堂,錢形平次捕物控,二人娘,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,でハツキリと判つて來るのです。 「お縫は自害した、――それは少しの疑ひもない。が、死,General
2016年9月9日,野村胡堂,錢形平次捕物控,歩く死骸,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,申分のない暮しをして居るのに、毒を呑んで自害《じがい》したとしたらどんなもので？」 ,General
2016年9月9日,野村胡堂,錢形平次捕物控,歩く死骸,Meiji,「錢形平次捕物全集第二十六卷　お長屋碁會」同光社,自害,見銀山《いはみぎんざん》か何にか呑んで、自害したことになるが――」 平次は一歩突つ込,General
2017年4月18日,野村胡堂,錢形平次捕物控,猿蟹合戰,Meiji,「錢形平次捕物全集第二十七卷　猿蟹合戰」同光社,自害,ぜ。殺されたかどうか、まだわからないが、自害や病死でないことだけは確かで」 「どうし,General
2017年4月18日,野村胡堂,錢形平次捕物控,邪戀の償ひ,Meiji,「錢形平次捕物全集第二十七卷　猿蟹合戰」同光社,自害,つて來て居りました。 「杉本とかいふ人が自害したといふぢやないか」 「内から閉めきつ,General
2017年4月18日,野村胡堂,錢形平次捕物控,邪戀の償ひ,Meiji,「錢形平次捕物全集第二十七卷　猿蟹合戰」同光社,自害,閉めきつた離屋で死んでゐるんだから、一應自害のやうには見えますがね、人間は脇差を自分,General
2017年4月18日,野村胡堂,錢形平次捕物控,邪戀の償ひ,Meiji,「錢形平次捕物全集第二十七卷　猿蟹合戰」同光社,自害,ざるな。掛《かゝ》り人《うど》の杉本殿が自害をして相果てたが、御隱居の大奧樣が、一應,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,つはたつた一と眼で殺しとわかりましたよ。自害《じがい》のやうに見せかけてはゐるが、馴,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,來たのはまだ朝のうちでした。 「どうして自害でないとわかつたんだ。後學のためにそいつ,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,だつたさうで」 「取逆上《とりのぼせ》て自害するといふこともありさうだぜ」 「それも,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,「へエ？」 「例へばだよ八、――そいつは自害でなくて殺しで、死んでから、下手人《げし,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,「武家の出で、頑固な父親を持つた娘なら、自害の方式くらゐは教はつた筈だ」 「――」 ,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,はどういふわけだ」 「――」 「若い女が自害して、こんな恰好になるといふのは嗜《たし,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,持換へさせたのは、――恐ろしい惡智慧だ。自害したのを殺しと見せるためだ、持換へさせた,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,た形跡はなく、お吉が殺したのでなければ、自害といふことに違ひもありません。 平次は歸,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,、この女を返すがよい。お關は間違ひもなく自害だよ。それに變な細工《さいく》をして殺し,General
2017年9月24日,野村胡堂,錢形平次捕物控,風呂場の祕密,Meiji,「錢形平次捕物全集第三十卷　色若衆」同光社,自害,ん。お關もたうとう、あの女にさいなまれて自害をする氣になりました。放つて置くと今度は,General
2016年12月25日,野村胡堂,錢形平次捕物控,敵の娘,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,た――女房は可哀想に、身を恥ぢて、旅先で自害して死んでしまつたさうで――これは後で知,General
2014年5月14日,三上於兎吉,艶容万年若衆,,Meiji,「書物の王国※　美少年」国書刊行会,自害,ぼんやり照すのでした。 お春悲恋に哭いて自害する事 根岸の里を物さびしい夜闇《やみ》,General
2014年5月14日,三上於兎吉,艶容万年若衆,,Meiji,「書物の王国※　美少年」国書刊行会,自害,さては自分の無情を怨《うら》んで、彼女は自害を企てたか……。 呉羽之介は一たんは非常,General
2014年5月14日,三上於兎吉,艶容万年若衆,,Meiji,「書物の王国※　美少年」国書刊行会,自害,今から十年余り前お主《ぬし》に捨てられて自害した、お春が兄の久次は俺だ。常々妹に言っ,General
2014年6月12日,正宗白鳥,孫だち,,Meiji,「正宗白鳥全集第六卷」福武書店,自害,は祖父《おぢい》が買つて下すつたこの家で自害しますよ。故郷へ歸つて清から隱居を貰つて,General
2017年4月3日,野村胡堂,錢形平次捕物控,蔵の中の死,Meiji,「錢形平次捕物全集第二十九卷　浮世繪の女」同光社,自殺,、お役所を惱ませ續けてゐた萬屋善兵衞が、自殺をして死なうとは思はれない。見てくれ、死,General
2017年4月3日,野村胡堂,錢形平次捕物控,蔵の中の死,Meiji,「錢形平次捕物全集第二十九卷　浮世繪の女」同光社,自殺,い疑惑がこびりついてをります。 「これは自殺でも、殺しでもありませんね」 「何んだと,General
2017年4月3日,野村胡堂,錢形平次捕物控,蔵の中の死,Meiji,「錢形平次捕物全集第二十九卷　浮世繪の女」同光社,自害,番頭には打ち開けなかつたのです。 「尤も自害などをしさうもない主人でございました。若,General
2016年12月9日,野村胡堂,錢形平次捕物控,秋祭の夜,Meiji,「錢形平次捕物全集第三十三卷　花吹雪」同光社,自害,血だらけの匕首《あひくち》を持つて居り、自害と見られないこともなかつたのです。 年の,General
2016年12月9日,野村胡堂,錢形平次捕物控,秋祭の夜,Meiji,「錢形平次捕物全集第三十三卷　花吹雪」同光社,自害,き、この上は生きて行く張合ひもないから、自害して相果てる、皆樣にはお詫びの申上げやう,General
2016年12月9日,野村胡堂,錢形平次捕物控,秋祭の夜,Meiji,「錢形平次捕物全集第三十三卷　花吹雪」同光社,自害,に飛び込んで來ました。 「を、納さんが、自害？　飛んだことで、――」 いざり寄つて、,General
2016年12月9日,野村胡堂,錢形平次捕物控,秋祭の夜,Meiji,「錢形平次捕物全集第三十三卷　花吹雪」同光社,自害,》どん」 三五郎はそれに應じました。 「自害をしたもの――ことに喉笛を切つたものは、,General
2016年12月9日,野村胡堂,錢形平次捕物控,秋祭の夜,Meiji,「錢形平次捕物全集第三十三卷　花吹雪」同光社,自害,自然で、兩膝を帶か扱帶《しごき》で縛つて自害をするのは、女のたしなみとされて居たので,General
2017年1月12日,野村胡堂,錢形平次捕物控,死の祕薬,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,に刺させたとしたら、これは殺しではなくて自害《じがい》だよ」 「フーム」 「そんな馬,General
2017年1月12日,野村胡堂,錢形平次捕物控,死の祕薬,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,して急死した例があります。 「で、壽齋は自害でもしたといふのか」 三輪の萬七は紛々《,General
2017年5月11日,野村胡堂,錢形平次捕物控,毒酒藥酒,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,なかつたが、隣りの部屋で内儀のお染殿が、自害しようとする氣配を聽くと大井久我之助殿、,General
2017年5月11日,野村胡堂,錢形平次捕物控,毒酒藥酒,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,つてゐた。が二人の藝子が内儀《おかみ》の自害を止めて、そのうちの一人がそれを教へに來,General
2017年5月11日,野村胡堂,錢形平次捕物控,毒酒藥酒,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,下水に投り込んでありました、――こいつは自害ぢやありませんか」 「いや、これだけ切る,General
2017年5月11日,野村胡堂,錢形平次捕物控,毒酒藥酒,Meiji,「錢形平次捕物全集第三十四卷　江戸の夜光石」同光社,自害,》いので次の間に逃げてゐたが、薄墨華魁が自害をしようとしたので、二人がゝりでそれを止,General
2017年1月12日,野村胡堂,錢形平次捕物控,花嫁の幻想,Meiji,「錢形平次捕物全集第三十五卷　花嫁の幻想」同光社,自害,「昨夜《ゆうべ》お才さんが死んだんです。自害したのかも知れません。騷ぎ始めると、町役,General
2017年1月12日,野村胡堂,錢形平次捕物控,花嫁の幻想,Meiji,「錢形平次捕物全集第三十五卷　花嫁の幻想」同光社,自害,離れて、窓の敷居の上に載せてあつた。唯の自害でないことは確かだが、殺しでもなささうだ,General
2017年1月12日,野村胡堂,錢形平次捕物控,花嫁の幻想,Meiji,「錢形平次捕物全集第三十五卷　花嫁の幻想」同光社,自害,ふ程の人間なら、死骸の手に刄物を握らせて自害と見せかけるか、せめて死骸の側に刄物を置,General
2017年1月12日,野村胡堂,錢形平次捕物控,花嫁の幻想,Meiji,「錢形平次捕物全集第三十五卷　花嫁の幻想」同光社,自害,を離縁するか、でなければ、お仙を殺すか、自害すると言つて聽かなかつたのです。刄物を手,General
2017年1月12日,野村胡堂,錢形平次捕物控,花嫁の幻想,Meiji,「錢形平次捕物全集第三十五卷　花嫁の幻想」同光社,自害,×　　　　　　× 事件はそれだけ、お才は自害で事は濟みました。丁稚《でつち》の品吉は,General
2020年2月21日,長谷川伸,中山七里　二幕五場,,Meiji,「長谷川伸傑作選　瞼の母」国書刊行会,自殺,へ、きょう用足しに来ている。 政吉　　（自殺したおさんに生き写しの姿の流浪の女を見つ,General
2020年2月21日,長谷川伸,中山七里　二幕五場,,Meiji,「長谷川伸傑作選　瞼の母」国書刊行会,自害,壁にかけた政吉の着換えを取って抱きしめ、自害する） 金造　　（鉈を持って空家へ飛び込,General
2020年2月21日,長谷川伸,中山七里　二幕五場,,Meiji,「長谷川伸傑作選　瞼の母」国書刊行会,自害,有様をじっと見ちゃあいられなかった。去年自害して死んだおさんが、金の威光で押えつけら,General
2015年7月19日,野村胡堂,幻術天魔太郎,,Meiji,「野村胡堂伝奇幻想小説集成」作品社,自害,。どうせないいのちなら、ここでいさぎよく自害でもしてくれたら、お上にも手加減があって,General
2015年7月19日,野村胡堂,幻術天魔太郎,,Meiji,「野村胡堂伝奇幻想小説集成」作品社,自害,小者のザワめく声をきくと、すすんでお筆の自害をとめる勇気もくじけます。 「では、みな,General
2015年8月21日,野村胡堂,礫心中,,Meiji,「野村胡堂伝奇幻想小説集成」作品社,自害,上を仕舞《しま》い、父親は入牢、姉さんは自害、たった一人の母親にまで死に別れたんだも,General
